nom;idparking;idparkingcriter;commune;insee;proprietaire;gestionnaire;idfournisseur;voieentree;voiesortie;avancement;annee;typeparking;situation;parkingtempsreel;gabarit;capacite;capacite2rm;capacitevelo;capaciteautopartage;capacitepmr;usage;vocation;reglementation;fermeture;observation;codetype;gid;lon;lat
Groupe scolaire Jacques Prévert;P567;;Corbas;69273;COMMUNE;COMMUNE;;Rue des Lilas;Rue des Lilas;Existant;;Poche de stationnement;En surface;False;2.1;66;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6947;4,89802917000562;45,6638287943827
Martyrs;P688;;Saint-Genis-Laval;69204;GRAND LYON;GRAND LYON;;Rue des Martyrs;Rue des Martyrs;Existant;;Poche de stationnement;En surface;False;;8;0;0;0;0;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;7146;4,79170609741586;45,6954966743692
Marché Bourg;P478;;Tassin-la-Demi-Lune;69244;GRAND LYON;GRAND LYON;;R. Audras/ Ch. du Gouttet;Place de Tassin;Existant;;Poche de stationnement;En surface;False;;17;1;6;0;0;Libre;Commerciale;Payant;Marché;mercredi matin;5;6118;4,7578044390383;45,7608800990583
Entrée gare;P803;;Grigny;69096;GRAND LYON;GRAND LYON;;Rue Caraca;Rue Caraca;Existant;;Poche de stationnement;En surface;False;;9;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;8152;4,79522719437145;45,607295356849
Fabien Roussel;P804;;Grigny;69096;GRAND LYON;GRAND LYON;;Rue Fabien Roussel;Rue Fabien Roussel;Existant;;Poche de stationnement;En surface;False;;6;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;8153;4,79080894044851;45,6122391748573
P+R St-Genis Gadagne;P764;93;Saint-Genis-Laval;69204;;TCL;TCL_21;Avenue Georges Clémenceau;Avenue Georges Clémenceau;Existant;2012;P+R Sytral;En surface;True;;40;0;0;0;2;Libre;;Gratuit;Nuit;;3;8101;4,79681628482798;45,7037163518433
Place du 8 mai 1945;P901;;Fontaines-Saint-Martin;69087;COMMUNE;COMMUNE;;Rue du Diot;Rue du Diot;Existant;;Poche de stationnement;En surface;False;;26;0;0;0;1;Mixte;Mixte;Zone bleue;Ouvert 24h/24h;9 places en zone bleue;5;8261;4,85429212722379;45,8447118524778
Gare de Sain Bel;P1064;;;;;SNCF;;Route de Lyon;Place de la Gare;Existant;;P+R Gare;En surface;False;2.0;120;;;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;2;8546;4,60124450043648;45,8110969996401
Charles de Gaulle;P460;;Neuville-sur-Saône;69143;GRAND LYON;GRAND LYON;;Place Charles de Gaulle;Place Charles de Gaulle;Existant;;Poche de stationnement;En surface;False;;50;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;Fermé une semaine avant le 01/05, avant le jour de Pâques et avant le 14/07;5;5763;4,83788793930728;45,8781412791181
Place de la Mairie;P495;;La Tour-de-Salvagny;69250;GRAND LYON;GRAND LYON;;Rue de l'Eglise;R. de l'Eglise/R. de la Mairie;Existant;;Poche de stationnement;En surface;False;;36;0;18;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6147;4,71534309370181;45,813699994647
Lissieu centre;P768;;Lissieu;69117;COMMUNE;COMMUNE;;Chemin de Marcilly;Chemin de Marcilly;Existant;2012;Aire de covoiturage;En ouvrage (en élévation);False;;100;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;6;8104;4,74132480543263;45,8653269124422
Square Grimaud;P587;;Bron;69029;COMMUNE;COMMUNE;;Rue Roger Salengro;Rue Roger Salengro;Existant;;Poche de stationnement;En surface;False;2.0;28;0;0;0;4;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;6978;4,9088103999452;45,7322274471864
Tribunes (graviers);P505;;La Tour-de-Salvagny;69250;COMMUNE;COMMUNE;;Avenue du Casino;Avenue du Casino;Existant;;Poche de stationnement;En surface;False;2.2;150;0;0;0;0;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;6157;4,71958109722202;45,8032318937312
Place de la Liberté;P288;;Couzon-au-Mont-d'Or;69068;GRAND LYON;GRAND LYON;;Avenue du Général de Gaulle;Avenue du Général de Gaulle;Existant;;Poche de stationnement;En surface;False;;30;0;0;0;0;Libre;Mixte;Gratuit;Marché;dimanche matin;5;1049;4,83167005587708;45,8459505312856
Maison des Sociétés;P655;;Décines-Charpieu;69275;;;;Rue Antoine Lumière;Rue Antoine Lumière;Existant;;Poche de stationnement;En surface;False;;19;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;7088;4,96564883903129;45,7628646203567
Tatière;P444;;Neuville-sur-Saône;69143;COMMUNE;COMMUNE;;Rue Bossuet;Rue Bossuet;Existant;;Poche de stationnement;En surface;False;;31;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;5771;4,8421994846624;45,8709650119
Halle des Sports (contre allée);P211;;Bron;69029;;;;Avenue François Mitterrand;Avenue François Mitterrand;Existant;;Poche de stationnement;En surface;False;;130;0;10;0;2;Libre;;Gratuit;Ouvert 24h/24h;;5;972;4,92266106240186;45,7379472844207
Place de la Croix Rousse;P722;;Lyon 4e Arrondissement;69384;GRAND LYON;GRAND LYON;;Rue du Mail;Grande Rue de la Croix Rousse;Existant;;Poche de stationnement;En surface;False;;50;0;0;0;0;Horaire;Mixte;Payant;Marché;tous les jours matin;5;8031;4,83251103111862;45,7755255029491
Rue Châtelain;P984;;Sainte-Foy-lès-Lyon;69202;GRAND LYON;GRAND LYON;;Rue Châtelain;Rue Châtelain;Existant;2014;Aire de covoiturage;En surface;False;;5;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;6;8378;4,79805730946259;45,7354901846958
Chapas;P887;;Lyon 9e Arrondissement;69389;SACVL;SACVL;;Rue du Doyen Georges Chapas;Rue du Doyen Georges Chapas;Existant;;Poche de stationnement;En surface;False;;140;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;8247;4,80116136951833;45,7899090739257
Parking Saint Antoine;P14;12;Lyon 2e Arrondissement;69382;GRAND LYON;LPA;LPA0766;Quai St Antoine/Quai Célestins;Quai St Antoine;Existant;1980;Parc concédé GL;En ouvrage (sous-sol);True;1.8;812;0;0;3;;Mixte;;Payant;Ouvert 24h/24h;;1;727;4,83147405866435;45,7648577871317
Ecole;P956;;Quincieux;69163;;;;Rue Antoine-Marius Bérerd;Rue Antoine-Marius Bérerd;Existant;;Poche de stationnement;En surface;False;;50;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;8339;4,7796366503025;45,9101268699491
Misery Alaï;P483;;Tassin-la-Demi-Lune;69244;GRAND LYON;GRAND LYON;;Avenue Charles de Gaulle;Avenue Charles de Gaulle;Existant;;Poche de stationnement;En surface;False;;15;0;0;0;0;Libre;Mixte;Payant;Marché;mardi soir;5;6122;4,76729564232714;45,7519160590051
Sud du Mas;P1091;;Vaulx-en-Velin;69256;PRIVE;GRAND LYON;;Renan/Thorez;Renan/Thorez/Perret;Existant;;Poche de stationnement;En surface;False;;100;;;0;3;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8570;4,90982719055841;45,7849319050614
Place des 3 renards;P486;;Tassin-la-Demi-Lune;69244;GRAND LYON;GRAND LYON;;Impasse Route de Paris;Place des 3 renards;Existant;;Poche de stationnement;En surface;False;;18;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6125;4,77319484372804;45,7637570162728
Charles de Gaulle B;P814;;Grigny;69096;GRAND LYON;GRAND LYON;;Rue Charles de Gaulle;Rue Charles de Gaulle;Existant;;Poche de stationnement;En surface;False;;11;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;8163;4,78324897452437;45,6065777904304
Charles de Gaulle;P879;;Irigny;69100;GRAND LYON;GRAND LYON;;Rue des Selettes;Rue des Selettes;Existant;2013;Aire de covoiturage;En surface;False;;9;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;6;8239;4,82649602422002;45,6654510274073
Place Pierre Puget;P881;;Lyon 9e Arrondissement;69389;GRAND LYON;GRAND LYON;;Rue des Docteurs Cordier;Rue des Docteurs Cordier;Existant;;Poche de stationnement;En surface;False;;25;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;8241;4,82313665575818;45,8043589576292
P+R Grézieu la Varenne;P67;117;;;SYTRAL;TCL;;Route du Col de la Luère;Route du Col de la Luère;Existant;2017;P+R Sytral;En surface;False;;69;0;0;0;2;Contrôle d'accès;Mixte;Gratuit;Ouvert 24h/24h;;3;8533;4,69732058029476;45,7479240810724
Horloge;P477;;Tassin-la-Demi-Lune;69244;SYTRAL;;;Av. République/Mtée de Verdun;Montée de Verdun;Existant;;Poche de stationnement;En surface;False;;105;0;0;0;3;Horaire;Commerciale;Payant;Ouvert 24h/24h;Horodateurs;5;6117;4,78292925193608;45,7630903781413
Venissy;P351;;Vénissieux;69259;COMMUNE;COMMUNE;;Rue Aristide Bruant;Rue Aristide Bruant;Existant;;Poche de stationnement;En surface;False;;25;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;1111;4,86994532789209;45,6964061144194
Parking provisoire Parc L. Dupie;P350;;Vénissieux;69259;GRAND LYON;GRAND LYON;;Rue Jean Macé;Rue Jean Macé;Existant;;Poche de stationnement;En surface;False;;22;0;0;0;0;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;1110;4,88457028903367;45,6982943757826
Libération;P638;;Grigny;69096;GRAND LYON;GRAND LYON;;Av. Estragnat/Rue Sabatier;Av. Estragnat/Rue Sabatier;Existant;;Poche de stationnement;En surface;False;;30;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7059;4,78967929775245;45,6094960005981
Place François Mitterrand sud;P647;;Décines-Charpieu;69275;GRAND LYON;GRAND LYON;;Avenue Jean Jaurès;Avenue Jean Jaurès;Existant;;Poche de stationnement;En surface;False;;21;0;8;0;0;Libre;Mixte;Zone bleue;Ouvert 24h/24h;;5;7080;4,95927194557856;45,7709314150764
Fort du Bruissin;P511;;Francheville;69089;COMMUNE;COMMUNE;;Rue du Château d'eau;Rue du Château d'eau;Existant;;Poche de stationnement;En surface;False;;70;0;0;0;2;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;6163;4,73979217874414;45,7307781694476
Servanin;P812;;Grigny;69096;GRAND LYON;GRAND LYON;;Rue Gabriel Cordier;Rue Gabriel Cordier;Existant;;Poche de stationnement;En surface;False;;20;0;0;0;2;Libre;;Gratuit;Ouvert 24h/24h;;5;8161;4,7762672753538;45,6032427021781
Centre nautique;P271;;Chassieu;69271;GRAND LYON;GRAND LYON;;Rue Oreste Zénézini;Rue Oreste Zénézini;Existant;;Poche de stationnement;En surface;False;;88;0;0;0;2;Libre;;Gratuit;Nuit;22h-6h;5;1032;4,96836489201883;45,744377451086
Lafayette-Corneille;P112;;Lyon 3e Arrondissement;69383;Particulier;Particulier;;Rue Pierre Corneille;Rue Pierre Corneille;Existant;;Parc privé (ou concédé non GL);En ouvrage (en élévation);False;;350;30;10;0;2;Mixte;Mixte;Payant;Ouvert 24h/24h;;4;698;4,84401045280932;45,76301877409
Place d'Albon;P711;;Lyon 1er Arrondissement;69381;GRAND LYON;GRAND LYON;;Quai Saint-Antoine;Quai Saint-Antoine;Existant;;Poche de stationnement;En surface;False;;16;0;0;0;0;Horaire;Mixte;Payant;Ouvert 24h/24h;Horodateur;5;8020;4,83198786092324;45,7647087048724
Place des Minimes;P747;;Lyon 5e Arrondissement;69385;GRAND LYON;GRAND LYON;;Rue de l'Antiquaille;Rue de l'Antiquaille;Existant;;Poche de stationnement;En surface;False;;25;3;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8057;4,82101184849816;45,7577389897779
Place du Château;P719;;Lyon 3e Arrondissement;69383;GRAND LYON;GRAND LYON;;Cours Eugénie;Rue Charles Richard;Existant;;Poche de stationnement;En surface;False;;55;0;0;0;0;Libre;Mixte;Gratuit;Marché;mercredi et samedi matin;5;8028;4,8870406639256;45,749626130945
Parking du centre;P918;;Limonest;69116;;GRAND LYON;;Avenue Charles de Gaulle;Avenue Charles de Gaulle;Existant;;Poche de stationnement;En surface;False;;40;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;ligne 21;5;8095;4,77324722769373;45,834997979748
Gare de Sathonay-Rillieux;P91;36;Sathonay-Camp;69292;RFF;SNCF;SNCF_1;Avenue Carnot;Avenue Carnot;Existant;;P+R Gare;En surface;False;;110;0;8;0;1;Libre;;Gratuit;Ouvert 24h/24h;Lyon-Bourg-en-Bresse;2;659;4,87495235398883;45,8202476660608
P+R Cuire;P41;52;Caluire-et-Cuire;69034;SYTRAL;TCL;CUI;Rue de la Gare de Cuire;Rue de la Gare de Cuire;Existant;1997;P+R Sytral;En surface;True;1.9;80;0;0;0;2;Réservé abonnés;;Gratuit;Nuit;Métro C - Avec contrôle d'accès réservé aux abonnés;3;749;4,83128008638449;45,7861073448535
Pollionay Valency;P969;;;;COMMUNE;COMMUNE;;Route de Valency;Route de Valency;Existant;;Aire de covoiturage hors GL;En surface;False;;6;0;0;0;;Libre;;Gratuit;Ouvert 24h/24h;;7;8353;4,6683300762747;45,7779167750288
Villeneuve;P320;;Écully;69081;COMMUNE;COMMUNE;;Chemin de Villeneuve;Chemin de Villeneuve;Existant;;Poche de stationnement;En surface;False;;28;;;;;Libre;;Gratuit;Ouvert 24h/24h;;5;1080;4,78224676500629;45,785590369662
Ecole - Salle d'activité;P492;;La Tour-de-Salvagny;69250;COMMUNE;COMMUNE;;Avenue de l'Hippodrome;Avenue de l'Hippodrome;Existant;;Poche de stationnement;En surface;False;;25;0;6;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6133;4,71723131454;45,8138355630593
Chemin du Penthod;P228;;Caluire-et-Cuire;69034;GRAND LYON;GRAND LYON;;Chemin du Penthod;Chemin du Penthod;Existant;;Poche de stationnement;En surface;False;;121;0;0;0;7;Horaire;Commerciale;Payant;Ouvert 24h/24h;;5;989;4,83423903554945;45,7862037881817
Marennes;P922;;Corbas;69273;GRAND LYON;GRAND LYON;;Route de Marennes;Route de Marennes;Existant;2013;Aire de covoiturage;En surface;False;2.0;25;;;;;Libre;;Gratuit;Ouvert 24h/24h;;6;8280;4,91025072993362;45,6485130613545
Gare de Crépieux-la-Pape;P87;37;Rillieux-la-Pape;69286;RFF;SNCF;SNCF_18;Chemin des Iles;Chemin des Iles;Existant;;P+R Gare;En surface;False;;12;0;4;0;0;Libre;;Gratuit;Ouvert 24h/24h;Lyon-Ambérieu;2;658;4,89241159462274;45,8039627657298
Square Fleury Patton;P531;;Meyzieu;69282;COMMUNE;COMMUNE;;Rue du 8 mai 1945;Rue du 8 mai 1945;Existant;;Poche de stationnement;En surface;False;;30;0;5;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;zone bleue 2h;5;6517;5,00213061432724;45,7675439196961
Place des Rendez-Vous;P799;;Fontaines-sur-Saône;69088;COMMUNE;COMMUNE;;Avenue Simon Rousseau;Avenue Simon Rousseau;Existant;;Poche de stationnement;En surface;False;;70;0;0;0;2;Horaire;Mixte;Payant;Ouvert 24h/24h;gratuit samedi après-midi, dimanche, JF et aout;5;8136;4,84713051824699;45,8356199430213
Frison Roche;P423;;Saint-Fons;69199;COMMUNE;COMMUNE;;Rue du Midi;Rue du Midi;Existant;;Poche de stationnement;En surface;False;;42;0;0;0;2;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;3848;4,85957381358857;45,689199714284
Poste Rancé;P383;;Genay;69278;GRAND LYON;GRAND LYON;;Rue de la Grande Verchère;Rue des Terreaux;Existant;1997;Aire de covoiturage;En surface;False;;50;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;6;2243;4,84271211008966;45,8979854199033
Jean-Jacques Rousseau;P861;;Saint-Priest;69290;GRAND LYON;GRAND LYON;;Rue Jean-Jacques Rousseau;Rue Jean-Jacques Rousseau;Existant;;Poche de stationnement;En surface;False;;23;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8220;4,94267707959931;45,7001436161811
Parking 1;P223;;Cailloux-sur-Fontaines;69033;COMMUNE;COMMUNE;;Route des Prolières;Route des Prolières;Existant;;Poche de stationnement;En surface;False;;30;;;;0;Libre;;Gratuit;Ouvert 24h/24h;;5;984;4,87091192548583;45,8519408565118
Ecole Soupault;P305;;Craponne;69069;COMMUNE;COMMUNE;;Ancienne route de Brindas;Rue de la Tourette;Existant;;Poche de stationnement;En surface;False;;28;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;1065;4,73249430669056;45,7465162631949
Deperet Alaï;P482;;Tassin-la-Demi-Lune;69244;GRAND LYON;GRAND LYON;;Rond-point d'Alaï;Rue du Professeur Deperet;Existant;;Poche de stationnement;En surface;False;;9;0;2;0;1;Horaire;Commerciale;Payant;Ouvert 24h/24h;Horodateurs 2h;5;6121;4,76590517173003;45,7508578171666
Square du Midi;P557;;Corbas;69273;GRAND LYON;GRAND LYON;;Rue du Midi;Rue du Midi;Existant;;Poche de stationnement;En surface;False;;25;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6930;4,89455268139328;45,6617320066387
Golf Blue Green Grand Lyon Chassieu;P1033;;Chassieu;69271;GRAND LYON;PRIVE;;Route de Lyon;Route de Lyon;Existant;1989;Parc privé (ou concédé non GL);En surface;False;;156;0;0;0;4;Libre;Mixte;Gratuit;Ouvert 24h/24h;;4;8491;4,94990668312689;45,7406308367563
Place Mathieu Jaboulay;P686;;Saint-Genis-Laval;69204;GRAND LYON;GRAND LYON;;Rue Pierre Fourel;Avenue Georges Clémenceau;Existant;;Poche de stationnement;En surface;False;;26;;;;2;Horaire;Mixte;Payant;Ouvert 24h/24h;;5;7143;4,79259430848157;45,6953232589315
Groupe scolaire Pasteur;P779;;Mions;69283;COMMUNE;COMMUNE;;Rue Pasteur;Rue Pasteur;Existant;;Poche de stationnement;En surface;False;;25;0;4;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;8115;4,96637159344649;45,6672865836608
Bruyas;P643;;Décines-Charpieu;69275;;;;Avenue Léon Tolstoï;Avenue Léon Tolstoï;Existant;;Poche de stationnement;En surface;False;;19;0;0;0;1;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;7076;4,95753025316065;45,7719216471999
Cimetière;P955;;Quincieux;69163;COMMUNE;COMMUNE;;Chemin du Château;Chemin du Château;Existant;;Poche de stationnement;En surface;False;;30;0;0;0;2;Libre;Evènementielle;Gratuit;Ouvert 24h/24h;;5;8318;4,78331193166002;45,9149467269257
Ecole G. Brassens;P397;;Feyzin;69276;COMMUNE;COMMUNE;;Rue Jean Bouin;Rue Jean Bouin;Existant;;Poche de stationnement;En surface;False;2.0;44;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;2885;4,84624368872991;45,666697554251
Place de la Mairie;P239;;Champagne-au-Mont-d'Or;69040;GRAND LYON;GRAND LYON;;Rue Jean-Marie Michel;Rue Jean-Marie Michel;Existant;;Poche de stationnement;En surface;False;;15;0;4;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;1000;4,79054347689722;45,7950522069824
Place Ringsheim;P619;;Albigny-sur-Saône;69003;COMMUNE;COMMUNE;;Chemin du Trou à Chat;Chemin du Trou à Chat;Existant;;Poche de stationnement;En surface;False;;23;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;7035;4,83301526794479;45,8675983749843
CC de Champvert;P120;;Lyon 5e Arrondissement;69385;ATAC;ATAC;;Avenue Barthélémy Buyer;Avenue Barthélémy Buyer;Existant;;Parc privé (ou concédé non GL);En surface;False;;190;;;;4;Libre;Commerciale;Gratuit;Ouvert 24h/24h;réservé;4;704;4,79657833910969;45,7635089445005
Hôtel de Ville;P1011;;Vaulx-en-Velin;69256;;;;Hô Chi Minh/J. Romains;Hô Chi Minh/J. Romains;Existant;;Poche de stationnement;En surface;False;2.5;206;0;0;0;7;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8461;4,91914204108959;45,7787408789866
Gare de Chatillon d'Azergues;P1068;;;;;SNCF;;Route de la Vallée;Route de l'Arbresle;Existant;;P+R Gare;En surface;False;;55;;;0;3;Libre;Mixte;Gratuit;Ouvert 24h/24h;;2;8544;4,6451163998682;45,8751815004421
Paul Teste;P1026;;Vaulx-en-Velin;69256;GRAND LYON;GRAND LYON;;Rue Paul Teste;Rue Paul Teste;Existant;;Poche de stationnement;En surface;False;;26;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8476;4,91450371948573;45,7743415761669
Gare de Feyzin;P96;86;Feyzin;69276;GRAND LYON;SNCF;SNCF_31;Rue du Dauphiné;Rue du Dauphiné;Existant;2006;P+R Gare;En surface;False;;58;0;8;0;1;Libre;;Gratuit;Ouvert 24h/24h;Lyon-Vienne;2;2883;4,85312508045557;45,6650664401718
Les Serres;P831;;Chassieu;69271;GRAND LYON;GRAND LYON;;Route de Lyon;Route de Lyon;Existant;;Poche de stationnement;En surface;False;;23;0;0;0;3;Libre;Mixte;Gratuit;Ouvert 24h/24h;4 places+1 PMR en zone bleue;5;8180;4,96717652959846;45,7384326025124
Place Claudia Carteron;P527;;Meyzieu;69282;GRAND LYON;GRAND LYON;;Avenue du Carreau;Avenue du Carreau;Existant;;Poche de stationnement;En surface;False;2.0;32;0;0;0;2;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;6513;4,99579391096439;45,7672255861813
Sathonay;P966;;Sathonay-Village;69293;;;;Route de Saint Trivier;Route de Saint Trivier;Existant;2014;Aire de covoiturage;En surface;False;;3;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;6;8350;4,87771051978795;45,8318853786284
Gare de Genay;P774;;Genay;69278;GRAND LYON;GRAND LYON;;Route de Reyrieux;Route de Reyrieux;Existant;2012;Aire de covoiturage;En surface;False;;10;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;6;8110;4,82898291216645;45,8970660249692
Route Chasselay;P959;;Quincieux;69163;;;;Route de Chasselay;Route de Chasselay;Existant;;Poche de stationnement;En surface;False;;11;0;0;0;0;Libre;;Gratuit;Ouvert 24h/24h;;5;8341;4,77725110675906;45,9133733545975
Gare de Saint André de Corcy;P1074;;;;;SNCF;;Rue de la Gare;Rue de la Gare;Existant;;P+R Gare;En surface;False;;80;;;0;;Libre;Mixte;Gratuit;Ouvert 24h/24h;;2;8558;4,94884600027953;45,9259110004528
La Poste;P466;;Vernaison;69260;COMMUNE;COMMUNE;;Route de Givors;Route de Givors;Existant;;Poche de stationnement;En surface;False;;9;0;0;0;0;Libre;Commerciale;Zone bleue;Ouvert 24h/24h;;5;6083;4,81127921902219;45,6462751101832
Mairie;P759;;Montanay;69284;GRAND LYON;GRAND LYON;;Rue Centrale;Rue Centrale;Existant;;Poche de stationnement;En surface;False;;40;0;0;0;1;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8082;4,8588491956531;45,8785805765388
Halte Ferroviaire de La Tour-de-Salvagny;P84;70;La Tour-de-Salvagny;69250;RFF;SNCF;SNCF_26;Rue de la Gare;Rue de la Gare;Existant;;P+R Gare;En surface;False;;40;0;8;0;0;Libre;;Gratuit;Ouvert 24h/24h;Lyon-L'Arbresle-Sain Bel;2;681;4,7168203847547;45,7997392984359
Caserne;P407;;Genay;69278;GRAND LYON;GRAND LYON;;Route de Saint-André de Corcy;Route de Saint-André de Corcy;Existant;;Poche de stationnement;En surface;False;;4;0;0;0;0;Libre;Résidentielle;Gratuit;Ouvert 24h/24h;;5;2895;4,84235183372099;45,8993525838079
Dolet;P428;;Saint-Fons;69199;GRAND LYON;GRAND LYON;;Rue Parmentier;Rue Parmentier;Existant;;Poche de stationnement;En surface;False;;17;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;3853;4,85802496745598;45,7055445201359
Hôpital Croix-Rousse;P100;;Caluire-et-Cuire;69034;HCL;HCL;;Grande rue de la Croix-Rousse;Grande rue de la Croix-Rousse;Existant;;Parc privé (ou concédé non GL);En ouvrage (sous-sol);False;;500;;;;;;;Gratuit;;réservé;4;703;4,83268380833537;45,7818530638103
Parking Cité Internationale P0;P123;16;Lyon 6e Arrondissement;69386;LPA;LPA;LPA0749;Quai Charles de Gaulle;Quai Charles de Gaulle;Existant;;Parc concédé GL;En ouvrage (sous-sol);False;1.9;954;20;20;;;Mixte;Mixte;Payant;Ouvert 24h/24h;Parking non concédé GL;1;708;4,85015107659516;45,7840434249723
Gambetta;P366;;Saint-Cyr-au-Mont-d'Or;69191;;;;Avenue Gambetta;Avenue Gambetta;Existant;;Poche de stationnement;En surface;False;;23;0;0;0;1;Libre;;Gratuit;Ouvert 24h/24h;;5;1924;4,81612172062353;45,8137103671245
Château;P863;;Saint-Priest;69290;GRAND LYON;GRAND LYON;;Rue du Bessay;Allée du Parc du Château;Existant;;Poche de stationnement;En surface;False;;47;0;0;0;0;Libre;Mixte;Gratuit;Ouvert 24h/24h;;5;8222;4,94220533850085;45,6955779744575
